track_id,track_name,track_artist,playlist_genre,track_popularity,danceability,energy,valence,tempo,duration_ms,tempo_norm
0kA5scXMiaO5Ms2GQ4pRWa,Suedehead - 2011 Remaster,Morrissey,rock,63,0.529,0.989,0.669,142.29,235520,0.5942616104243233
5L0KDoZklMgs9GPoonneEl,Nice & Slow,Usher,r&b,63,0.819,0.299,0.515,121.913,227907,0.509158870698296
1C2QJNTmsTxCDBuIgai8QV,Resistance,Muse,rock,63,0.467,0.774,0.0916,135.006,346693,0.5638406281323087
2skmOCFU64Bg7Ytkgwliwe,All For You,Sister Hazel,rock,63,0.633,0.754,0.641,137.047,218707,0.572364684263281
1bHEcHv3lUkLFAebNnaPNE,Guru,Coast Modern,pop,63,0.76,0.674,0.797,140.022,204067,0.5847895088539926
4G9addS7Yq5ihZBQLXG2Mj,I Don't Know My Name,Grace VanderWaal,pop,63,0.548,0.221,0.457,140.649,148840,0.5874081189442032
7EGhmltmWJHCHobd3g8Hnw,No Air (feat. Chris Brown),Jordin Sparks,pop,63,0.466,0.759,0.328,160.033,264373,0.6683636819244905
3ZkTtSBN1wcSw35F8GDRmr,Chora Até Perder a Fala - Ao Vivo,Gusttavo Lima,edm,63,0.805,0.877,0.802,126.941,189866,0.5301578683595055
2H2Tg24kqd1eA3F7BSQFSi,Qué Voy a Hacer Con Mi Amor,Alejandro Fernandez,latin,63,0.536,0.457,0.499,165.693,245133,0.6920021717340462
19cL3SOKpwnwoKkII7U3Wh,Geronimo,Sheppard,latin,63,0.705,0.78,0.457,142.028,218228,0.5931673905780154
6r7FXNO57mlZCBY6PXcZZT,Five Hours,Deorro,edm,63,0.88,0.821,0.575,127.907,326888,0.5341922819913131
0uRHot8ml8U8cYVwwzMwNT,Corazon De Seda (feat. Ozuna),Klasico,latin,63,0.841,0.694,0.83,90.034,186976,0.3760190444370197
3D37T7euWvVJ45evRmriIh,Better With You,3LAU,pop,63,0.571,0.752,0.25,102.043,192941,0.4261735716672235
3qgtGhoCutbBX73cd6ArCW,SouthSide (feat. Eptic),DJ Snake,edm,63,0.571,0.94,0.555,149.959,252800,0.6262905111927832
6QOVWoZUD3IEszbfO46mYW,I Don't Love You Anymore,Sarcastic Sounds,rap,63,0.708,0.309,0.451,74.99,77600,0.31318910791847643
2jUoKSWTHduXxUL3JomwhB,Bikini Porn,Tove Lo,r&b,63,0.919,0.687,0.675,100.997,162947,0.4218050451052456
47LHVzNyaNQvjvhgn2GVYN,A DOMANI PER SEMPRE,Sofia Tornambene,r&b,63,0.683,0.42,0.148,125.931,217619,0.5259396926161042
77OweUKV2752QnHqq9mMOE,So Good,Dove Cameron,pop,63,0.714,0.634,0.356,95.093,157533,0.3971475108586702
3lOok0REf4j3790abX26PR,Do You Feel It?,Chaos Chaos,rock,63,0.677,0.66,0.383,139.06,250713,0.5807718008686936
7yEM9hYRsw9R3pJB5W0gxb,Jump,David Guetta,edm,63,0.775,0.941,0.362,127.997,214219,0.5345681590377548
46W9iEjOg5nkMvb6lo4Jwz,Don’t Give Up On Me Now (with Julie Bergan),R3HAB,pop,63,0.687,0.706,0.27,115.268,127826,0.48140661543601737
6nl32vTZsMv23myzbRSAea,isohel,EDEN,pop,63,0.338,0.512,0.203,89.15,270677,0.3723270965586368
6bFsQ6yOp3z5mGNkhWP0P1,You Give Me Something,James Morrison,rock,63,0.559,0.688,0.578,79.753,213173,0.3330813564984965
2jaaONYdaOUk8hhhIRIp4A,Jello,PRETTYMUCH,latin,63,0.704,0.636,0.55,121.96,177520,0.5093551620447712
2985JpMNKG1QT5i4RSjehz,MAI (feat. Lele Blade & Fred De Palma),Giaime,rap,63,0.758,0.804,0.197,100.003,170400,0.4176536919478784
6lrh9jZ1xoMwoErgPSj2rY,All My Love - 1990 Remaster,Led Zeppelin,rock,63,0.599,0.744,0.723,91.259,351267,0.38113514868025394
3wBAhQLR9VjWfyYO3u4oPR,What in XXXTarnation,XXXTENTACION,rap,63,0.853,0.591,0.433,119.088,164598,0.49736050785165387
0gZp88SA5OcujHLDGkxtI3,Only One,Yellowcard,rock,63,0.477,0.907,0.304,81.291,257400,0.3395046775810224
5mVcyopMGY8dSpN1ZyaBUD,Me Matas,R.K.M & Ken-Y,latin,63,0.775,0.744,0.581,92.98,196360,0.38832275309054465
1iaLcGW8ffLMPFSLSGn0Zs,Symphony,Sick Individuals,edm,63,0.612,0.888,0.189,127.92,202148,0.5342465753424658
7B1Dl3tXqySkB8OPEwVvSu,We'll Be Coming Back (feat. Example),Calvin Harris,edm,63,0.596,0.952,0.571,127.945,234360,0.534350985633144
6kcHg7XL6SKyPNd78daRBL,Sweet Talk,Saint Motel,pop,63,0.67,0.843,0.713,117.01,192040,0.4886819244904778
5Klo65Y9uouLjNVDV3pqh7,Go West - 2003 Remaster,Pet Shop Boys,pop,63,0.535,0.951,0.444,120.72,304080,0.50417641162713
3PA9dH8cT0wR5UW4XkC44Y,Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,The Notorious B.I.G.,rap,63,0.711,0.871,0.912,91.153,274440,0.38069244904777816
3t0J8vI9StQD8KIBkT2Cp5,Tired - Kygo Remix,Alan Walker,latin,63,0.598,0.74,0.342,123.945,240000,0.5176453391246241
1dDDVfAfms7M6VLLKmubaJ,See The End,Above & Beyond,edm,63,0.497,0.656,0.0884,127.975,185747,0.5344762779819578
2WHctubxf8LzrGr62cLz3d,Igual Que Ayer,R.K.M & Ken-Y,latin,63,0.788,0.735,0.399,94.004,232560,0.3925993985967257
1E7RHPXA9sZ30qfms18J7J,Amor A Primera Vista,Los Angeles Azules,latin,63,0.675,0.821,0.96,170.163,221347,0.7106707317073171
4kfEy7h6bWBS5OaDpccTap,Marvelous Day (feat. Lil Uzi Vert & Gunna),Kap G,rap,63,0.846,0.651,0.581,140.048,223921,0.584898095556298
5AVDsyUbuVpVTflSxAB73C,Oh Yes (Rockin' With The Best),Laidback Luke,edm,63,0.79,0.949,0.602,124.088,159162,0.5182425659873037
6qUSs4FDzZUdAhY6JDIJfa,Who's That Chick? (feat. Rihanna),David Guetta,latin,63,0.675,0.601,0.931,127.938,201040,0.5343217507517541
6fIgsZFtGXiIvxb2Y6oCc7,Apple Juice (feat. Carla Monroe) - MOTi Remix,SLATIN,pop,63,0.671,0.91,0.413,128.036,138750,0.5347310390912129
3giOJy1zsagI2miM669sh8,IYKYK (They Know Who),Hooligan Hefs,rap,63,0.873,0.8,0.692,140.04,167262,0.584864684263281
6kig1UFggPUyZBCvXD3Wod,No Complaints,Metro Boomin,rap,63,0.913,0.498,0.217,123.975,261733,0.517770631473438
4k0bXm9Q4RaTuYi09i4lKK,Jump (For My Love),The Pointer Sisters,pop,63,0.86,0.705,0.854,134.395,262618,0.5612888406281323
5Anh8jULgeUgciLHCR25Mk,Like A Star,Corinne Bailey Rae,r&b,63,0.605,0.226,0.142,122.713,243213,0.5125
4Sp0jLZN8MgPnoGDufJS7N,On My Way - Da Tweekaz Remix,Alan Walker,edm,63,0.478,0.848,0.48,149.936,204199,0.6261944537253592
13plQdOoWSSXPRUSZc5FuM,I Know You Want Me (Calle Ocho),Pitbull,pop,63,0.817,0.733,0.833,127.056,237120,0.5306381556966254
2BVUOGciUUUqOPSLtHwLGp,GUD VIBRATIONS,NGHTMRE,pop,63,0.514,0.924,0.0675,151.994,224211,0.6347895088539927
28GbaBYFpYi1J61fXnGSfd,Apricot Princess,Rex Orange County,pop,63,0.399,0.468,0.249,111.884,238480,0.4672736384898096
6BfpjrOHrbe7K1z9uDI2yG,Reggae Bom,Lagum,edm,63,0.669,0.514,0.557,67.006,168160,0.2798446374874708
38ydcsbayM4oX21Hhu84DT,Every Time the Sun Comes Up,Sharon Van Etten,pop,63,0.663,0.522,0.301,99.765,262520,0.41665970598062146
2yfu1w0yFYHAHnr4p5JS7V,Vowels (and the Importance of Being Me),HUNNY,pop,63,0.484,0.875,0.724,150.021,184436,0.6265494487136651
6RjW45KHJ6kgI2xQ1aFa52,Acapella,Karmin,pop,63,0.667,0.619,0.427,169.865,198907,0.7094261610424324
1EhM7nYYRpH2kzPdlnEpHa,No Me Dejes Solo,Daddy Yankee,latin,63,0.79,0.837,0.798,95.968,170240,0.400801871032409
39pS70eeDvyCAF3t8NAlVV,Good Drank,2 Chainz,rap,63,0.836,0.776,0.37,130.033,222707,0.5430713331105913
7LoGfKBAaOl0nxhodJ1240,Word Up,Cameo,rock,63,0.878,0.84,0.882,116.222,260000,0.4853909121282993
5UJshy5HDHdNEVqlJwzsQB,Versace On The Floor (Bruno Mars vs. David Guetta),Bruno Mars,pop,63,0.747,0.701,0.589,100.012,228300,0.41769127965252256
3Hmf4dfRIwFaOLLTyDRu3T,Moving On,Lil Peep,rap,63,0.822,0.423,0.208,131.951,203800,0.5510816906114266
6jg3Om6ZBMKlylforWGPEC,War of Change,Thousand Foot Krutch,rock,63,0.532,0.878,0.579,104.026,231667,0.43445539592382226
32zkKx35Et6A515oZKxDkD,Life Itself,Glass Animals,pop,63,0.699,0.67,0.556,111.988,281407,0.46770798529903107
3piY5aMfwEEmXMV6I9kpoi,Imagine,Jack Johnson,latin,63,0.554,0.179,0.374,141.946,219080,0.5928249248245907
4FtuDjqmTPP9mjxygLKzEm,Omo,Burna Boy,r&b,63,0.894,0.715,0.88,100.036,147143,0.4177915135315737
5eB7w8UZJKjL5XmnC6Pctg,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco,rock,63,0.66,0.799,0.475,125.966,200227,0.5260858670230538
3lEfEePgxGH2WwsB5fHC1K,Louquinho,Jão,latin,63,0.718,0.562,0.576,172.038,176556,0.7185015035081859
3cQPyVlnrmmWU5fQJxl0q9,You're Now Tuning Into 66.6 FM With DJ Rapture (The Hottest Hour Of The Evening),$uicideBoy$,rap,63,0.678,0.77,0.284,75.009,133903,0.31326845973939194
6Mf8ozEDo35UcgKgKajrBY,Come Around,Papa Roach,rock,63,0.431,0.903,0.133,186.036,210962,0.7769629134647511
735N73RiMdFDVV54nj2ZMA,No Me Equivoqué,Lenny Tavárez,latin,63,0.752,0.698,0.587,173.974,192333,0.7265870364183094
6dRAAG4sB71NAtVCHJep7s,Send the Pain Below,Chevelle,rock,63,0.468,0.851,0.293,92.079,252360,0.3845598062145005
3C57ewlHARCVqeH3KiYkma,Sober,Mahalia,r&b,63,0.657,0.7,0.61,82.113,266288,0.3429376879385232
0pVE0otGuUr9ya4T3p8A19,Halfway There,ROZES,pop,63,0.591,0.743,0.251,160.019,207920,0.6683052121617107
19wadMw1A8XejDV4p5wMt1,Didn't We Almost Have It All,Whitney Houston,r&b,63,0.54,0.489,0.336,130.984,305067,0.547043100567992
0qynxleiY0wavOijAW9trC,"Figures, a Reprise",Jessie Reyez,r&b,63,0.506,0.412,0.195,173.115,192827,0.7229994988306048
360NCp4XoQ0sFi5jgu5Ww7,Insecure,Jazmine Sullivan,r&b,63,0.512,0.511,0.651,88.816,218073,0.3709321750751754
4gRA0i5sxx3jAhHaVjPnUN,Use Me,Bill Withers,rock,63,0.759,0.586,0.948,154.624,228327,0.6457734714333444
03zYFtluA21jFWQVPMbUYO,Only for the Weak,In Flames,rock,63,0.458,0.909,0.49,105.007,295227,0.43855245573003676
5Dg2h1wsm7ZijCo0yLmbvR,Hurricane,Halsey,pop,63,0.586,0.83,0.486,120.017,223082,0.5012403942532576
1lx8ddGT5wCD6W2xmLeRKG,Saving All My Love for You,Whitney Houston,rock,63,0.636,0.264,0.264,99.304,238467,0.41473438022051456
4BHysBnR9QD9cSDlx0hC5s,Si Preguntan por Mí,Rich Vagos,rap,63,0.823,0.641,0.837,163.957,228501,0.6847519211493485
6ACiYjq5Q7e6BlhZEHz7cd,Garden Shed (feat. Estelle),"Tyler, The Creator",r&b,63,0.423,0.456,0.148,112.984,223947,0.4718676912796525
1SRkKyJ2JjMZgyDWC30zKv,My Best Friend's Girl,The Cars,rock,63,0.799,0.608,0.963,121.915,223253,0.5091672235215503
2qABxQZhfAthNxszLiSsUw,Hell Yeah,Rev Theory,rock,63,0.363,0.982,0.37,167.982,247613,0.7015619779485466
3atqfvHwNUtXwWhhhkVBm7,Cocaine,Pink Sweat$,r&b,63,0.62,0.228,0.146,109.591,131500,0.4576971266288005
6Vjk8MNXpQpi0F4BefdTyq,Kashmir - 2012 Remaster,Led Zeppelin,rock,63,0.483,0.615,0.594,80.576,517125,0.3365185432676244
7Ac3BmqTQoLdAt7HtZyfgN,Te Prometo,Dennis DJ,edm,63,0.825,0.722,0.823,173.981,157566,0.7266162712996993
6ORMS8Ep717H3vzQFahFiy,Cariño Mío,Chyno Miranda,latin,63,0.864,0.751,0.867,112.008,197107,0.46779151353157367
1pHP4JeQV9wDx87D6qH9hD,Here It Goes Again,OK Go,rock,63,0.537,0.882,0.81,145.729,179813,0.6086242900100235
7iaw359G2XT14uTfV9feip,Lockjaw (feat. Kodak Black),French Montana,rap,63,0.615,0.648,0.26,169.912,223147,0.7096224523889075
1ORb6uGvpjsFwZK8FUpzWy,Aire soy (feat. Ximena Sariñana),Miguel Bosé,pop,63,0.708,0.478,0.625,109.002,248049,0.45523722018042095
0E8qIw6KblOtDQYzzHQrxL,Como Tú (Magic Music Box),León Larregui,rock,63,0.568,0.903,0.762,122.604,232120,0.5120447711326428
66OeFWKIn9UCNCu3nOGx5e,Te Echo De Menos,Marko Silva,latin,63,0.756,0.816,0.623,90.964,196483,0.37990310725025056
5bycn7SuJzYnxte0W54mNX,Santa Lucia - Remastered,Miguel Rios,rock,63,0.545,0.682,0.713,102.702,224827,0.42892582692950215
0IXpUl1fn2QZcBavfuq0H4,Living After Midnight,Judas Priest,rock,63,0.61,0.824,0.819,134.992,210133,0.5637821583695288
1lItf5ZXJc1by9SbPeljFd,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,r&b,63,0.807,0.887,0.78,160.517,144244,0.6703850651520213
2pAUx2a1F5JCaVgytQm8fI,Right Left Wrong,Three Days Grace,rock,63,0.489,0.833,0.307,135.431,236693,0.565615603073839
7pu8AhGUxHZSCWTkQ2eb5M,Bad Reputation,Joan Jett & The Blackhearts,rock,63,0.378,0.974,0.824,203.715,169187,0.8507976946207818
2QeCyjLDJ6qDJsCyofrEW9,Polynesia,Gazzelle,r&b,63,0.783,0.726,0.584,124.993,194590,0.5220222185098563
3FKkbn11xHnb2XOsqsX3Sa,Salgo a Buscarte,Jon Z,rap,63,0.781,0.567,0.331,117.042,201226,0.48881556966254597
795p3jKj5stjPf8IFpZkdD,ENTROPY,Daniel Caesar,r&b,63,0.642,0.527,0.566,133.062,261291,0.5557216839291681
2pfV8fZZdLRsZYatVGKlUq,No Lo Entiendo,Bhavi,rap,63,0.87,0.542,0.323,105.03,176018,0.43864851319746073
3UgSQu6WwrXfKKDq019IHE,To Ü (feat. AlunaGeorge),Jack Ü,pop,63,0.485,0.928,0.348,160.165,237000,0.6689149682592717
5mQNY6pTeSDl2doFB7uLbE,Kids,OneRepublic,pop,63,0.596,0.732,0.228,99.98,238387,0.4175576344804544
4G2WtXPgkDl0dnwzoBbBSj,4:20 PM,Bluedoom,rap,63,0.771,0.322,0.751,79.997,99000,0.3341004009355162
2wQ411UQL2MRsdAgPRUstT,Walk Thru Fire,Vicetone,edm,63,0.639,0.664,0.351,116.028,194483,0.4845806882726362
0LDFH1WLQ6NPEMH556LUGs,Shutter Island,Jessie Reyez,r&b,63,0.544,0.459,0.418,172.12,187240,0.7188439692616104
2zsWRxMcUdGjj8TnWkVKw0,Hypnotic,Zella Day,pop,63,0.637,0.724,0.414,80.982,176787,0.3382141663882392
2EHVjRFRSsXQaHAsys74Us,Dancing On My Own - Tiësto Remix,Calum Scott,edm,63,0.636,0.602,0.291,122.021,222890,0.5096099231540261
77yuzxCS3csrgTPSW0pvyk,O,Coldplay,rock,63,0.23,0.216,0.0618,92.022,323480,0.3843217507517541
376KnY4TrgBITxjlnbnmIy,Cut It (feat. Young Dolph),O.T. Genasis,rap,63,0.875,0.673,0.231,130.0,222600,0.5429335115268961
4urxRqBRiaH0i20OKBsgxc,Break,Three Days Grace,rock,63,0.578,0.897,0.737,115.491,193107,0.48233795522886735
0q7oMII7kWTj1ZSX6GT6LU,Crawl Outta Love,ILLENIUM,edm,63,0.376,0.723,0.167,84.146,242012,0.35142833277647845
2ymeOsYijJz09LfKw3yM2x,Joy To The World,Three Dog Night,rock,63,0.649,0.679,0.971,126.867,220573,0.5298488138990979
6vjWim6xU6tPjA42GxSp1U,Something About You - ODESZA Remix,Hayden James,rap,63,0.705,0.674,0.103,105.0,343800,0.43852322084864687
45Zx6DyqGKKmvfxfzRUtKl,Kylie,Mike Williams,edm,63,0.753,0.912,0.702,124.062,158710,0.5181339792849983
5ZA9ItQp7DyG6pPkSsq3Bn,Eres Mi Sueño,Septeto Acarey,latin,63,0.626,0.801,0.903,169.956,300773,0.7098062145005011
7uSZPbd8DxdkmSauCKnITY,We Rise,San Holo,pop,63,0.747,0.491,0.827,145.034,266483,0.605721683929168
6UIo6YbaXihIZ72MWUpcGb,KILL4ME,Marilyn Manson,rock,63,0.635,0.688,0.389,107.989,239240,0.45100651520213836
1uARbfg2RXPtyr6sqVQUif,Ella es una G,C.R.O,rap,63,0.776,0.587,0.652,140.029,216917,0.5848187437353826
50Im1CDeBfRbJUPacCEIOS,Visti Dall'Alto (feat. Dardust),Rkomi,r&b,63,0.44,0.587,0.594,83.39,196253,0.3482709655863682
2fY4RMsZUohBLEIH308TDT,Traje unos tangos,Ysy A,rap,63,0.669,0.723,0.243,130.013,151643,0.5429878048780488
6mng4eWKNqNtIqvBgm1LnR,Sugarplum Elegy,NIKI,r&b,63,0.497,0.322,0.131,140.296,207046,0.5859338456398262
10fj46VSvjIqMVOcJl6Jsx,Two 1 Two,Kiddo Toto,rap,63,0.755,0.729,0.427,139.989,206636,0.5846516872702974
2k6oLQC0nAw99WL1euDWdG,PAPI,Isabela Merced,latin,63,0.872,0.695,0.742,93.96,150267,0.39241563648513195
1INtYY3PE2RP7NrhHOsBaz,Palmar,Caloncho,latin,63,0.859,0.505,0.796,133.988,193627,0.5595890410958904
4rLpAOk5KVNcqEMK3m6Lje,"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",Snoop Dogg,rap,63,0.84,0.798,0.695,100.175,246347,0.4183720347477447
7gYwIAHB6VxzLJFSZMMv8i,I Forget Where We Were,Ben Howard,r&b,63,0.305,0.462,0.181,113.47,281213,0.4738974273304377
4RaWbMItxVbuUExNkFsITP,La Jeepeta,Nio Garcia,rap,63,0.816,0.726,0.707,175.933,204809,0.734768626795857
32SFvZODywPBVDYSYtqxCj,Ruff Ryders' Anthem - Re-Recorded,DMX,rap,63,0.867,0.796,0.776,92.766,231040,0.3874290010023388
2NPHU2WJaI3rrtCNNuQ8L1,Raise Hell,Dorothy,rap,63,0.547,0.693,0.716,79.963,181868,0.33395840294019374
0CALOqrkXAE7WB2nyIATLk,Face My Fears - English Version,Hikaru Utada,edm,63,0.628,0.751,0.44,159.965,222013,0.6680796859338457
3pSfoP1xZllxEuZ6Oh6ebn,Ring Ring (feat. Mabel & Rich The Kid),Jax Jones,latin,63,0.779,0.641,0.638,107.032,217613,0.4470096892749749
4s2BWgnSQ9NZiOQM4PP4HB,44 Bars,Logic,rap,63,0.728,0.628,0.313,94.128,182267,0.3931172736384898
5v98VA4TXznJNrw0XRphIb,I'm Not Alone - 2019 Edit,Calvin Harris,edm,63,0.6,0.982,0.212,127.994,201314,0.5345556298028734
3UW4SUehKFC6qmaTZ3OiTp,Borinquen Bella (feat. Zion & Lennox),Farruko,latin,63,0.794,0.731,0.449,91.023,224653,0.38014951553625126
63BcfK6YAzJYeISaTPr6IO,Big Poppa - 2007 Remaster,The Notorious B.I.G.,rap,63,0.765,0.671,0.798,84.5,249867,0.3529067824924825
6JHXiRD1QjMK1N6AQEnL04,Biggest Part of Me,Ambrosia,rock,63,0.498,0.723,0.882,153.227,324040,0.639939024390244
1Si7crvw1M6Kgz9XiAtMiJ,When Legends Rise,Godsmack,rock,63,0.44,0.916,0.401,124.099,172826,0.5182885065152022
7CzVAhQeZfTLqNnzdAiqrH,Let Her Go - Acoustic,Passenger,latin,63,0.553,0.0747,0.254,141.341,266747,0.5902981957901772
2iptAVf9jZerlywLwiGhak,Fallen Angel,Three Days Grace,rock,63,0.453,0.911,0.218,137.011,186147,0.5722143334447043
0shK5iZQppbHPQYiy60xs9,Rosa Parks,OutKast,rap,63,0.792,0.701,0.251,103.888,324373,0.4338790511192783
22CIOfLZB9z8He7WgHYAgH,Two Tickets to Paradise,Eddie Money,rock,63,0.623,0.68,0.737,129.713,237093,0.5417348813899098
7mvma3mO5hSyhVbJDXxtFz,Grateful,Mahalia,r&b,63,0.655,0.351,0.316,141.689,185992,0.5917515870364183
4918TwZfPrxk8vKhuaqIiq,Obsessed - Tiësto Remix,Dynoro,edm,63,0.62,0.944,0.375,127.994,260787,0.5345556298028734
5sn1BmEOPP1bu4cZq9OgoF,Tim McGraw - Recorded At Spotify Studios NYC,Maggie Rogers,pop,63,0.712,0.46,0.123,79.98,250837,0.334029401937855
5wBk1Z7mndjgTMOQ70lt8J,Date Tu Guille,Milly,latin,63,0.754,0.847,0.444,100.047,311787,0.4178374540594721
1FmdAhS8FqRoEJ4jcSfuKZ,ICONIC (ft. Jaden Smith),Logic,rap,63,0.388,0.777,0.192,175.933,298133,0.734768626795857
7frG49GBDHPPvxXRVLRwle,I BEEN BORN AGAIN,BROCKHAMPTON,rap,63,0.771,0.636,0.451,79.832,219720,0.33341129301703976
6ugrRFZUNIpLiqhLUgC7ix,Flowers,The Deli,latin,63,0.838,0.364,0.218,79.987,187828,0.33405863681924486
2ouURa1AIXp3AvkS52Jry5,Every Morning,Sugar Ray,rock,63,0.833,0.679,0.975,109.916,219867,0.45905446040761777
2RCUr24WkEe2r5Vv4oDKlN,Blame It on Your Love (feat. Lizzo),Charli XCX,pop,63,0.717,0.755,0.598,100.022,191507,0.4177330437687939
5up5uXChMJLKyuop9HwtCb,Shotgun (The Wild Remix),George Ezra,pop,63,0.588,0.757,0.836,122.813,191650,0.512917641162713
52Y5nYBQgqawttJxxtUv1e,Insomnia - King Arthur Remix,Daya,pop,63,0.733,0.718,0.206,122.993,176098,0.5136693952555964
4VwPsMcRt1HPVKIdcwY9Uj,Outshined,Soundgarden,rap,63,0.485,0.841,0.551,94.867,311000,0.39620364183093887
4c2TiYoJHIjEPZ5syRZhsY,sekao,Delayde,rap,63,0.616,0.375,0.333,159.972,132000,0.6681089208152355
0LKErfBZ5FbBiLB4OcZRbL,El Clavo,Prince Royce,latin,63,0.827,0.78,0.658,80.015,172749,0.33417557634480455
3coUcc0CDAHz2QwdP7Pee8,If You See Her,LANY,pop,63,0.635,0.679,0.239,117.867,182901,0.49226110925492816
6CqYhhUPJORx1vvdTNc8jv,The Outsider,A Perfect Circle,rock,63,0.328,0.842,0.422,113.329,246000,0.47330855329101235
36vTL8WP4ZoD1bbUaW0V3E,Bad Company - 2015 Remaster,Bad Company,rock,63,0.545,0.467,0.444,113.713,288053,0.47491229535583024
5buITai6eMzU8rJonMEI6e,Glycerine - Remastered,Bush,rock,63,0.421,0.335,0.0889,114.227,266493,0.4770589709321751
43z6scIZU2QcEieMQFAJRG,There She Goes,Sixpence None The Richer,rock,63,0.498,0.789,0.455,120.176,164280,0.5019044437019713
78i2QPC8prEzftYZrBjKOM,Mi Llamada (Remix),Lyanno,rap,63,0.745,0.711,0.71,137.002,414320,0.5721767457400602
6x5deYIe42rgRbStECDjYQ,Infra-Red,Three Days Grace,rock,63,0.568,0.907,0.337,112.037,230933,0.46791262946876044
164uPGiUKnYHwJOHcgfy1e,Homecoming,Killstation,rap,63,0.403,0.696,0.0696,89.999,272562,0.37587287003007014
6Sf2YqGzNmVfSNpLFWuYbz,Rave in the Grave,AronChupa,edm,63,0.762,0.724,0.775,132.051,162733,0.5514993317741396
0cELvuwJW1acISUHYB6suj,Emotions,Mariah Carey,r&b,63,0.741,0.752,0.942,114.851,248093,0.4796650517875042
5zOnoB8FdZudDcPX4O8WqF,(No One Knows Me) Like the Piano,Sampha,pop,63,0.621,0.199,0.178,128.905,218160,0.5383603407951888
6lZe9DbvrcHZ3Ot2O9BPRc,Feeling of Falling,Cheat Codes,pop,63,0.744,0.71,0.652,119.945,216789,0.5009396926161043
6gj9PMazlwq99Z4dXMT8kN,Floyd Mayweather,Żabson,rap,63,0.709,0.74,0.388,174.11,202961,0.7271550283995991
0SjnBEHZVXgCKvOrpvzL2k,Sundown,Gordon Lightfoot,rock,63,0.794,0.427,0.751,105.732,213400,0.441580354159706
42QRyJd5x6e2TFR1S41g2p,Too Fast,Sonder,r&b,63,0.395,0.33,0.102,98.813,308006,0.41268376211159374
3rnDyg4f2oRsWmXdZVFD1Y,Chase The Money,E-40,rap,63,0.893,0.776,0.229,91.987,284439,0.38417557634480454
4I58RPHVzDldHfK3t5HiZA,Leave It All Behind,Cult To Follow,rock,63,0.643,0.954,0.54,114.964,224087,0.48013698630136986
5Shjuje8PRcX7ueEVajrLH,Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,DJ Snake,pop,63,0.752,0.84,0.461,124.002,279800,0.5178833945873705
6mVD1SfTvlFAPVi7txFL5H,Machu Picchu,The Strokes,rock,63,0.695,0.814,0.882,105.011,209627,0.4385691613765453
1MijKOgtIl3uK70qYrZnoy,Sad Songs In The Summer,Olivia O'Brien,pop,63,0.55,0.808,0.497,137.935,178000,0.5760733377881724
5Vrczz39CvlD3OGCa6utoA,Grease - 2007 Remaster,Frankie Valli,r&b,63,0.82,0.464,0.872,109.374,207307,0.4567908453057133
3NWTRZ0A8xKlBP1qgNftql,Special Affair,The Internet,r&b,63,0.795,0.409,0.518,120.095,176187,0.5015661543601737
0xM6mdl0XX2qOqUZmVUp97,Cool Again,Shoffy,pop,63,0.774,0.45,0.648,90.055,191935,0.37610674908118946
5Jt4zdXTd9y1zxihiNYQI1,Obsesionado,Farruko,latin,63,0.696,0.876,0.669,169.027,211813,0.7059263280988973
56LYsQITV7nEggGBVuu846,Wing$,Macklemore & Ryan Lewis,pop,63,0.399,0.599,0.0911,73.051,299600,0.30509104577347146
6lEIjrQNwJPecJ7mMXjhjo,Wanna Be A Baller,Lil' Troy,rap,63,0.871,0.648,0.628,92.301,355067,0.38548696959572337
6KCt9V6Lev0M04rFUj8ANC,Ice (feat. Gunna & Lil Baby),Gucci Mane,rap,63,0.861,0.52,0.384,153.899,177243,0.6427455730036753
0uwW1Duv6xlk2bNutlc7tu,Bassotto,Dark Polo Gang,rap,63,0.862,0.545,0.546,149.972,118400,0.6263448045439359
3ZbJMlEL4Kcme0ONRO7Slx,You Can Cry,Marshmello,pop,63,0.491,0.617,0.17,126.816,194533,0.5296358169061143
4KiXDE5NqGi5v4vh2Wpfuh,Geminiana,DAY,latin,63,0.713,0.35,0.503,130.128,164820,0.5434680922151687
3K0SJUQNbOkUprTFcwwAKN,Jungle Boogie,Kool & The Gang,r&b,63,0.808,0.85,0.717,106.855,186533,0.44627046441697293
2NVt7fxr5GsqTkGwYXcNTE,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,rap,63,0.676,0.615,0.883,163.993,176675,0.6849022719679252
6cVHu0HmKo4oEOSOqooTa3,La Negra Tomasa - Bilongo - Versión Tropical,Caifanes,rock,63,0.53,0.683,0.694,174.441,472400,0.7285374206481791
1vxu8vMNshg5J8z3oA7QJZ,Parabola,TOOL,rock,63,0.314,0.93,0.294,100.935,363680,0.4215461075843635
0zEKfIm5b8EUcDM3qoPXKX,Lose My Mind (feat. Mr Gabriel),Jai Wolf,pop,63,0.606,0.775,0.508,140.013,258547,0.5847519211493485
